CNumber,Target,Screen Conc(10.0),% Activity Remaining,Standard Deviation
311,MSK1,10.0,103,3
311,MNK1,10.0,73,11
311,MNK2,10.0,91,4
311,MAPKAP-K2 ,10.0,84,8
311,MAPKAP-K3,10.0,74,10
311,PRAK,10.0,88,1
311,CAMKK beta ,10.0,40,1
311,CAMK1,10.0,66,10
311,SmMLCK,10.0,13,1
311,PHK,10.0,95,1
311,DAPK1,10.0,43,12
311,CHK1,10.0,113,1
311,CHK2,10.0,12,0
311,GSK3 beta ,10.0,96,10
311,CDK2-Cyclin A,10.0,85,11
311,CDK9-Cyclin T1,10.0,97,0
311,PLK1,10.0,92,3
311,Aurora A,10.0,110,8
311,Aurora B,10.0,93,15
311,TLK1,10.0,109,2
311,LKB1,10.0,122,30
311,AMPK,10.0,113,16
311,AMPK (hum),10.0,55,5
311,MARK1,10.0,95,14
311,MARK2,10.0,94,4
311,MARK3,10.0,100,12
311,MARK4,10.0,85,6
311,BRSK1,10.0,91,7
311,BRSK2,10.0,87,2
311,MELK,10.0,64,14
311,NUAK1,10.0,91,8
311,SIK2,10.0,84,2
311,SIK3,10.0,100,3
311,TSSK1,10.0,86,2
311,CK1 gamma 2,10.0,36,0
311,CK1 delta ,10.0,85,4
311,CK2,10.0,65,3
311,TTBK1,10.0,107,12
311,TTBK2,10.0,86,8
311,DYRK1A,10.0,69,2
311,DYRK2,10.0,79,17
311,DYRK3,10.0,93,7
311,NEK2a,10.0,97,10
311,NEK6,10.0,108,0
311,IKK beta ,10.0,96,8
311,IKK epsilon ,10.0,28,4
311,TBK1,10.0,22,0
311,PIM1,10.0,67,1
311,PIM2,10.0,112,15
311,PIM3,10.0,14,0
311,SRPK1,10.0,16,1
311,EF2K,10.0,102,12
311,EIF2AK3,10.0,108,1
311,HIPK1,10.0,82,1
311,HIPK2,10.0,93,23
311,HIPK3,10.0,93,4
311,CLK2,10.0,88,12
311,PAK2,10.0,109,2
311,PAK4,10.0,98,3
311,PAK5,10.0,102,7
311,PAK6,10.0,110,3
311,MST2,10.0,84,4
311,MST3,10.0,92,11
311,MST4,10.0,89,11
311,GCK,10.0,87,2
311,MAP4K3,10.0,79,6
311,MAP4K5,10.0,46,0
311,MINK1,10.0,89,16
311,MEKK1,10.0,102,16
311,MLK1,10.0,6,2
311,MLK3,10.0,5,0
311,TESK1,10.0,86,6
311,TAO1,10.0,109,6
311,ASK1,10.0,116,6
311,TAK1,10.0,86,6
311,IRAK1,10.0,83,2
311,IRAK4,10.0,97,16
311,RIPK2,10.0,56,2
311,OSR1,10.0,103,8
311,TTK,10.0,67,0
311,MPSK1,10.0,99,6
311,WNK1,10.0,105,0
11,MKK1,10.0,77,9
11,ERK1,10.0,101,1
11,ERK2,10.0,94,7
11,JNK1,10.0,80,1
11,JNK2,10.0,72,5
11,JNK3,10.0,91,0
11,p38 alpha MAPK,10.0,109,8
11,p38 beta MAPK,10.0,102,8
11,p38 gamma MAPK,10.0,89,1
11,p38 delta MAPK,10.0,80,2
11,ERK8,10.0,37,3
11,RSK1,10.0,79,4
11,RSK2,10.0,84,1
11,PDK1,10.0,74,1
11,PKB alpha ,10.0,95,2
11,PKB beta ,10.0,85,2
11,SGK1,10.0,87,3
11,S6K1,10.0,75,2
11,PKA,10.0,68,4
11,ROCK 2,10.0,83,2
11,PRK2,10.0,85,2
11,PKC alpha ,10.0,80,3
11,PKC zeta ,10.0,70,1
11,PKD1,10.0,92,4
11,MSK1,10.0,80,4
11,MNK1,10.0,80,2
11,MNK2,10.0,94,5
11,MAPKAP-K2 ,10.0,103,2
11,MAPKAP-K3,10.0,81,4
11,PRAK,10.0,67,5
11,CAMKK alpha ,10.0,79,5
11,CAMKK beta ,10.0,73,9
11,CAMK1,10.0,76,3
11,SmMLCK,10.0,90,2
11,PHK,10.0,90,4
11,CHK1,10.0,83,2
11,CHK2,10.0,93,2
11,GSK3 beta ,10.0,3,0
11,CDK2-Cyclin A,10.0,23,2
11,PLK1,10.0,78,0
11,Aurora B,10.0,71,3
11,Aurora C,10.0,84,3
11,AMPK,10.0,72,1
11,MARK3,10.0,75,4
11,BRSK2,10.0,76,4
11,MELK,10.0,75,4
11,CK1 delta ,10.0,89,6
11,CK2,10.0,79,1
11,DYRK1A,10.0,50,6
11,DYRK2,10.0,81,7
11,DYRK3,10.0,71,1
11,NEK2a,10.0,81,2
11,NEK6,10.0,91,1
11,NEK7,10.0,96,2
11,IKK beta ,10.0,75,3
11,PIM1,10.0,83,3
11,PIM2,10.0,92,5
11,PIM3,10.0,69,0
11,SRPK1,10.0,74,5
11,MST2,10.0,80,7
11,EF2K,10.0,98,5
11,HIPK2,10.0,53,3
11,HIPK3,10.0,88,1
11,PAK4,10.0,66,2
11,PAK5,10.0,76,0
11,PAK6,10.0,74,2
11,Src,10.0,81,1
11,Lck,10.0,80,1
11,CSK,10.0,82,2
11,FGF-R1,10.0,91,8
11,IRR,10.0,45,1
11,EPH-A2,10.0,101,5
11,MST4,10.0,99,14
11,SYK,10.0,107,10
11,YES1,10.0,111,7
11,IKK epsilon ,10.0,83,3
11,TBK1,10.0,78,2
12,PAK5,10.0,54,3
12,PAK6,10.0,89,11
12,Src,10.0,38,3
12,Lck,10.0,68,7
12,CSK,10.0,77,6
12,FGF-R1,10.0,49,3
12,IRR,10.0,16,1
12,EPH-A2,10.0,108,11
12,MST4,10.0,105,3
12,SYK,10.0,92,11
12,YES1,10.0,57,8
12,IKK epsilon ,10.0,78,6
12,TBK1,10.0,67,2
12,MKK1,10.0,51,6
12,ERK1,10.0,97,3
12,ERK2,10.0,68,4
12,JNK1,10.0,43,4
12,JNK2,10.0,29,3
12,JNK3,10.0,40,4
12,p38 alpha MAPK,10.0,63,1
12,p38 beta MAPK,10.0,87,8
12,p38 gamma MAPK,10.0,46,4
12,p38 delta MAPK,10.0,28,2
12,ERK8,10.0,12,2
12,RSK1,10.0,40,1
12,RSK2,10.0,52,6
12,PDK1,10.0,92,9
12,PKB alpha ,10.0,32,3
12,PKB beta ,10.0,51,5
12,SGK1,10.0,69,5
12,S6K1,10.0,65,8
12,PKA,10.0,77,8
12,ROCK 2,10.0,32,7
12,PRK2,10.0,58,8
12,PKC alpha ,10.0,80,7
12,PKC zeta ,10.0,85,12
12,PKD1,10.0,40,11
12,MSK1,10.0,69,5
12,MNK1,10.0,50,8
12,MNK2,10.0,39,4
12,MAPKAP-K2 ,10.0,54,3
12,MAPKAP-K3,10.0,96,5
12,PRAK,10.0,67,3
12,CAMKK alpha ,10.0,67,8
12,CAMKK beta ,10.0,41,4
12,CAMK1,10.0,106,7
12,SmMLCK,10.0,57,5
12,PHK,10.0,62,6
12,CHK1,10.0,95,9
12,CHK2,10.0,64,5
12,GSK3 beta ,10.0,1,1
12,CDK2-Cyclin A,10.0,62,5
12,PLK1,10.0,43,6
12,Aurora B,10.0,57,5
12,Aurora C,10.0,48,7
12,AMPK,10.0,70,4
12,MARK3,10.0,50,7
12,BRSK2,10.0,73,6
12,MELK,10.0,66,7
12,CK1 delta ,10.0,51,6
12,CK2,10.0,22,3
12,DYRK1A,10.0,9,2
12,DYRK2,10.0,4,3
12,DYRK3,10.0,9,5
12,NEK2a,10.0,81,6
12,NEK6,10.0,63,10
12,NEK7,10.0,70,5
12,IKK beta ,10.0,86,3
12,PIM1,10.0,5,3
12,PIM2,10.0,7,2
12,PIM3,10.0,2,0
12,SRPK1,10.0,72,1
12,MST2,10.0,86,3
12,EF2K,10.0,90,5
12,HIPK2,10.0,7,1
12,HIPK3,10.0,18,2
12,PAK4,10.0,38,3
182,MPSK1,10.0,92,3
182,Src,10.0,87,2
182,Lck,10.0,77,6
182,CSK,10.0,88,5
182,YES1,10.0,79,13
182,ABL,10.0,82,11
182,BTK,10.0,68,1
182,JAK2,10.0,60,5
182,SYK,10.0,106,9
182,ZAP70,10.0,80,8
182,TIE2,10.0,75,18
182,BRK,10.0,95,7
182,EPH-A2,10.0,52,6
182,EPH-A4,10.0,53,6
182,EPH-B1,10.0,76,39
182,EPH-B2,10.0,62,7
182,EPH-B3,10.0,109,6
182,EPH-B4,10.0,55,3
182,FGF-R1,10.0,46,14
182,HER4,10.0,98,2
182,IGF-1R,10.0,79,1
182,IR,10.0,97,0
182,IRR,10.0,52,4
182,TrkA,10.0,30,3
182,VEGFR1,10.0,9,0
182,MKK1,10.0,88,5
182,MKK2,10.0,74,10
182,MKK6,10.0,99,1
182,ERK1,10.0,125,16
182,ERK2,10.0,89,14
182,JNK1,10.0,102,10
182,JNK2,10.0,96,2
182,JNK3,10.0,84,1
182,p38 alpha MAPK,10.0,101,16
182,p38 beta MAPK,10.0,98,1
182,p38 gamma MAPK,10.0,94,12
182,p38 delta MAPK,10.0,97,9
182,ERK8,10.0,67,5
182,RSK1,10.0,95,1
182,RSK2,10.0,89,1
182,PDK1,10.0,102,11
182,Aurora A,10.0,22,3
182,PKB alpha ,10.0,102,10
182,PKB beta ,10.0,96,0
182,SGK1,10.0,107,5
182,S6K1,10.0,98,6
182,PKA,10.0,102,15
182,ROCK 2,10.0,91,3
182,PRK2,10.0,97,13
182,PKC alpha ,10.0,86,9
182,PKC gamma ,10.0,110,5
182,PKC zeta ,10.0,104,11
182,PKD1,10.0,90,9
182,STK33,10.0,74,10
182,MSK1,10.0,108,11
182,MNK1,10.0,77,3
182,MNK2,10.0,115,13
182,MAPKAP-K2 ,10.0,91,22
182,MAPKAP-K3,10.0,93,6
182,PRAK,10.0,62,9
182,CAMKK beta ,10.0,48,4
182,CAMK1,10.0,70,5
182,SmMLCK,10.0,49,4
182,PAK6,10.0,80,14
182,PHK,10.0,62,1
182,MST2,10.0,53,3
182,DAPK1,10.0,86,12
182,MST4,10.0,57,3
182,CHK1,10.0,84,1
182,GCK,10.0,17,2
182,CHK2,10.0,35,4
182,MINK1,10.0,37,7
182,GSK3 beta ,10.0,42,2
182,MEKK1,10.0,132,51
182,CDK2-Cyclin A,10.0,48,1
182,MLK1,10.0,32,9
182,PLK1,10.0,100,4
182,MLK3,10.0,37,1
182,TAO1,10.0,69,11
182,ASK1,10.0,96,4
182,TAK1,10.0,53,8
182,IRAK4,10.0,28,2
182,RIPK2,10.0,36,1
182,TTK,10.0,80,13
182,CK1 delta ,10.0,81,10
182,CK2,10.0,106,11
182,DYRK1A,10.0,48,2
182,DYRK2,10.0,86,2
182,DYRK3,10.0,109,11
182,NEK2a,10.0,92,2
182,NEK6,10.0,93,3
182,IKK beta ,10.0,93,5
182,IKK epsilon ,10.0,109,11
182,TBK1,10.0,107,2
182,PIM1,10.0,87,2
182,PIM2,10.0,92,0
182,PIM3,10.0,68,9
182,SRPK1,10.0,93,6
182,EF2K,10.0,90,12
182,HIPK1,10.0,87,7
182,HIPK2,10.0,52,2
182,HIPK3,10.0,102,10
182,CLK2,10.0,49,13
182,PAK2,10.0,96,14
182,PAK4,10.0,46,4
182,PAK5,10.0,54,10
182,Aurora B,10.0,62,16
182,LKB1,10.0,81,11
182,AMPK,10.0,86,12
182,MARK1,10.0,67,4
182,MARK2,10.0,124,73
182,MARK3,10.0,69,5
182,MARK4,10.0,69,12
182,BRSK1,10.0,90,1
182,BRSK2,10.0,73,8
182,MELK,10.0,44,5
182,NUAK1,10.0,30,2
280,MAP4K5,10.0,52,0
280,MINK1,10.0,59,4
280,MEKK1,10.0,82,2
280,MLK1,10.0,33,3
280,MLK3,10.0,22,4
280,TESK1,10.0,84,2
280,TAO1,10.0,69,5
280,ASK1,10.0,77,0
280,TAK1,10.0,14,0
280,IRAK1,10.0,31,3
280,IRAK4,10.0,68,8
280,RIPK2,10.0,29,1
280,OSR1,10.0,89,11
280,TTK,10.0,71,1
280,MPSK1,10.0,103,13
280,WNK1,10.0,96,7
280,ULK1,10.0,68,5
280,ULK2,10.0,91,14
280,TGFBR1,10.0,94,2
280,Src,10.0,63,6
280,Lck,10.0,76,1
280,MKK1,10.0,92,10
280,CSK,10.0,88,9
280,MKK2,10.0,83,18
280,YES1,10.0,51,15
280,MKK6,10.0,55,2
280,ABL,10.0,91,9
280,ERK1,10.0,71,12
280,BTK,10.0,46,1
280,ERK2,10.0,65,7
280,JAK2,10.0,58,7
280,ERK5,10.0,67,4
280,SYK,10.0,32,1
280,JNK1,10.0,94,3
280,ZAP70,10.0,82,5
280,JNK2,10.0,75,9
280,TIE2,10.0,113,2
280,JNK3,10.0,62,5
280,BRK,10.0,73,14
280,p38 alpha MAPK,10.0,107,10
280,EPH-A2,10.0,76,5
280,p38 beta MAPK,10.0,84,11
280,EPH-A4,10.0,78,1
280,p38 gamma MAPK,10.0,84,13
280,EPH-B1,10.0,86,2
280,p38 delta MAPK,10.0,85,3
280,EPH-B2,10.0,86,3
280,ERK8,10.0,39,7
280,EPH-B3,10.0,99,8
280,RSK1,10.0,82,7
280,EPH-B4,10.0,93,2
280,RSK2,10.0,113,12
280,FGF-R1,10.0,67,15
280,PDK1,10.0,94,17
280,HER4,10.0,84,4
280,PKB alpha ,10.0,106,12
280,IGF-1R,10.0,6,1
280,PKB beta ,10.0,79,15
280,IR,10.0,13,1
280,SGK1,10.0,89,6
280,IRR,10.0,25,4
280,S6K1,10.0,75,7
280,TrkA,10.0,92,47
280,PKA,10.0,99,12
280,DDR2,10.0,92,9
280,ROCK 2,10.0,14,1
280,VEGFR1,10.0,50,9
280,PRK2,10.0,21,3
280,PDGFRA,10.0,38,5
280,PKC alpha ,10.0,46,1
280,PKC gamma ,10.0,103,12
280,PKC zeta ,10.0,85,7
280,PKD1,10.0,29,6
280,STK33,10.0,66,2
280,MSK1,10.0,81,4
280,MNK1,10.0,73,0
280,MNK2,10.0,56,1
280,MAPKAP-K2 ,10.0,146,51
280,MAPKAP-K3,10.0,82,5
280,PRAK,10.0,103,18
280,CAMKK beta ,10.0,43,3
280,CAMK1,10.0,100,11
280,SmMLCK,10.0,94,16
280,PHK,10.0,80,4
280,DAPK1,10.0,74,1
280,CHK1,10.0,108,12
280,CHK2,10.0,83,5
280,GSK3 beta ,10.0,16,2
280,CDK2-Cyclin A,10.0,23,1
280,CDK9-Cyclin T1,10.0,21,9
280,PLK1,10.0,86,12
280,Aurora A,10.0,114,17
280,Aurora B,10.0,48,1
280,TLK1,10.0,93,4
280,LKB1,10.0,59,0
280,AMPK,10.0,101,2
280,AMPK (hum),10.0,59,35
280,MARK1,10.0,89,5
280,MARK2,10.0,69,10
280,MARK3,10.0,44,2
280,MARK4,10.0,74,12
280,BRSK1,10.0,86,2
280,BRSK2,10.0,78,12
280,MELK,10.0,71,6
280,NUAK1,10.0,1,0
280,SIK2,10.0,72,2
280,SIK3,10.0,79,2
280,TSSK1,10.0,88,14
280,CK1 gamma 2,10.0,93,11
280,CK1 delta ,10.0,75,2
280,CK2,10.0,93,9
280,TTBK1,10.0,87,10
280,TTBK2,10.0,98,2
280,DYRK1A,10.0,58,1
280,DYRK2,10.0,36,2
280,DYRK3,10.0,24,4
280,NEK2a,10.0,82,7
280,NEK6,10.0,82,10
280,IKK beta ,10.0,55,2
280,IKK epsilon ,10.0,60,9
280,TBK1,10.0,78,8
280,PIM1,10.0,69,1
280,PIM2,10.0,81,10
280,PIM3,10.0,45,2
280,SRPK1,10.0,82,3
280,EF2K,10.0,90,3
280,EIF2AK3,10.0,82,1
280,HIPK1,10.0,56,6
280,HIPK2,10.0,24,8
280,HIPK3,10.0,73,4
280,CLK2,10.0,12,2
280,PAK2,10.0,102,6
280,PAK4,10.0,75,12
280,PAK5,10.0,71,3
280,PAK6,10.0,80,9
280,MST2,10.0,55,3
280,MST3,10.0,79,1
280,MST4,10.0,78,16
280,GCK,10.0,5,1
280,MAP4K3,10.0,29,4
14,PDK1,10.0,100,7
14,PKB alpha ,10.0,55,15
14,PKB beta ,10.0,61,3
14,SGK1,10.0,13,0
14,S6K1,10.0,68,0
14,PKA,10.0,65,4
14,ROCK 2,10.0,39,0
14,PRK2,10.0,36,0
14,PKC alpha ,10.0,31,5
14,PKC zeta ,10.0,10,1
14,PKD1,10.0,48,1
14,MSK1,10.0,31,2
14,MNK1,10.0,74,5
14,MNK2,10.0,87,7
14,MAPKAP-K2 ,10.0,147,91
14,PRAK,10.0,58,13
14,CAMKK beta ,10.0,78,9
14,CAMK1,10.0,13,0
14,SmMLCK,10.0,37,5
14,PHK,10.0,21,1
14,CHK1,10.0,88,4
14,CHK2,10.0,46,7
14,GSK3 beta ,10.0,99,6
14,CDK2-Cyclin A,10.0,14,0
14,PLK1,10.0,87,2
14,AMPK,10.0,54,5
14,MARK3,10.0,94,2
14,BRSK2,10.0,45,4
14,MELK,10.0,58,17
14,CK1 delta ,10.0,43,3
14,CK2,10.0,70,0
14,DYRK1A,10.0,82,6
14,DYRK2,10.0,77,9
14,DYRK3,10.0,24,1
14,NEK2a,10.0,81,8
14,NEK6,10.0,93,11
14,IKK beta ,10.0,12,1
14,PIM1,10.0,15,0
14,PIM2,10.0,40,12
14,PIM3,10.0,7,1
14,SRPK1,10.0,65,5
14,MST2,10.0,67,2
14,EF2K,10.0,67,0
14,HIPK2,10.0,34,3
14,PAK4,10.0,54,8
14,PAK5,10.0,72,1
14,PAK6,10.0,78,1
14,Src,10.0,83,1
14,Lck,10.0,74,4
14,CSK,10.0,92,5
14,FGF-R1,10.0,79,2
14,IRR,10.0,45,4
14,EPH-A2,10.0,84,3
14,MST4,10.0,85,13
14,SYK,10.0,91,17
14,YES1,10.0,49,4
14,IGF-1R,10.0,71,29
14,VEGFR1,10.0,116,1
14,BTK,10.0,83,0
14,IR,10.0,96,9
14,EPH-B3,10.0,93,9
14,TBK1,10.0,84,4
14,IKK epsilon ,10.0,74,6
14,MKK1,10.0,62,7
14,ERK1,10.0,86,3
14,ERK2,10.0,74,14
14,JNK1,10.0,61,0
14,JNK2,10.0,93,5
14,p38 alpha MAPK,10.0,78,7
14,p38 beta MAPK,10.0,74,12
14,p38 gamma MAPK,10.0,66,2
14,p38 delta MAPK,10.0,73,4
14,ERK8,10.0,10,1
14,RSK1,10.0,46,2
14,RSK2,10.0,53,3
15,EPH-A4,10.0,95,4
15,EPH-B1,10.0,94,3
15,EPH-B2,10.0,112,4
15,EPH-B3,10.0,97,6
15,EPH-B4,10.0,87,5
15,FGF-R1,10.0,92,11
15,HER4,10.0,68,2
15,IGF-1R,10.0,95,2
15,IR,10.0,105,10
15,IRR,10.0,87,3
15,TrkA,10.0,87,7
15,VEGFR1,10.0,40,9
15,DYRK3,10.0,96,3
15,NEK2a,10.0,88,10
15,NEK6,10.0,92,1
15,IKK beta ,10.0,87,2
15,IKK epsilon ,10.0,35,1
15,TBK1,10.0,75,6
15,PIM1,10.0,71,3
15,PIM2,10.0,83,7
15,PIM3,10.0,82,1
15,SRPK1,10.0,90,2
15,EF2K,10.0,85,4
15,HIPK1,10.0,82,4
15,HIPK2,10.0,96,5
15,HIPK3,10.0,88,7
15,CLK2,10.0,96,6
15,PAK2,10.0,83,5
15,PAK4,10.0,95,10
15,PAK5,10.0,89,8
15,PAK6,10.0,80,7
15,MST2,10.0,51,5
15,MST4,10.0,61,6
15,GCK,10.0,67,6
15,MINK1,10.0,27,4
15,MKK1,10.0,92,11
15,ERK1,10.0,102,8
15,ERK2,10.0,79,2
15,JNK1,10.0,99,1
15,JNK2,10.0,78,5
15,MEKK1,10.0,94,6
15,MKK2,10.0,89,7
15,JNK3,10.0,83,0
15,MLK1,10.0,78,2
15,MKK6,10.0,85,1
15,p38 alpha MAPK,10.0,88,7
15,MLK3,10.0,93,8
15,p38 beta MAPK,10.0,87,4
15,TAK1,10.0,99,6
15,p38 gamma MAPK,10.0,97,6
15,IRAK4,10.0,92,2
15,p38 delta MAPK,10.0,93,1
15,RIPK2,10.0,80,0
15,ERK8,10.0,101,6
15,TTK,10.0,86,3
15,RSK1,10.0,86,1
15,Src,10.0,162,6
15,RSK2,10.0,8,0
15,Lck,10.0,107,4
15,PDK1,10.0,90,4
15,CSK,10.0,92,10
15,PKB alpha ,10.0,90,4
15,YES1,10.0,158,14
15,PKB beta ,10.0,8,1
15,BTK,10.0,58,6
15,SGK1,10.0,99,6
15,JAK2,10.0,84,3
15,S6K1,10.0,84,2
15,SYK,10.0,78,1
15,PKA,10.0,89,6
15,EPH-A2,10.0,75,7
15,ROCK 2,10.0,82,7
15,PRK2,10.0,70,5
15,PKC alpha ,10.0,75,0
15,PKC zeta ,10.0,92,2
15,PKD1,10.0,72,5
15,MSK1,10.0,79,5
15,MNK1,10.0,89,1
15,MNK2,10.0,96,11
15,MAPKAP-K2 ,10.0,92,0
15,MAPKAP-K3,10.0,75,0
15,PRAK,10.0,76,3
15,CAMKK beta ,10.0,99,1
15,CAMK1,10.0,19,2
15,SmMLCK,10.0,85,9
15,PHK,10.0,106,5
15,DAPK1,10.0,73,6
15,CHK1,10.0,79,2
15,CHK2,10.0,86,0
15,GSK3 beta ,10.0,101,3
15,CDK2-Cyclin A,10.0,87,8
15,PLK1,10.0,93,5
15,Aurora A,10.0,14,0
15,Aurora B,10.0,101,14
15,LKB1,10.0,75,4
15,AMPK,10.0,76,4
15,MARK1,10.0,100,1
15,MARK2,10.0,70,1
15,MARK3,10.0,95,7
15,MARK4,10.0,58,3
15,BRSK1,10.0,73,6
15,BRSK2,10.0,41,7
15,MELK,10.0,89,13
15,NUAK1,10.0,20,1
15,CK1 delta ,10.0,97,6
15,CK2,10.0,104,4
15,DYRK1A,10.0,86,3
15,DYRK2,10.0,78,5
15,TAO1,10.0,81,3
15,ASK1,10.0,101,5
16,MKK1,10.0,74,3
16,ERK1,10.0,92,7
16,ERK2,10.0,91,3
16,JNK1,10.0,83,5
16,JNK2,10.0,65,4
16,JNK3,10.0,101,4
16,p38 alpha MAPK,10.0,14,2
16,p38 beta MAPK,10.0,22,4
16,p38 gamma MAPK,10.0,68,1
16,p38 delta MAPK,10.0,61,4
16,ERK8,10.0,7,2
16,RSK1,10.0,41,4
16,RSK2,10.0,54,3
16,PDK1,10.0,82,2
16,PKB alpha ,10.0,94,1
16,PKB beta ,10.0,83,1
16,SGK1,10.0,90,3
16,S6K1,10.0,76,4
16,PKA,10.0,72,3
16,ROCK 2,10.0,71,8
16,PRK2,10.0,79,1
16,PKC alpha ,10.0,87,1
16,PKC zeta ,10.0,92,4
16,PKD1,10.0,90,1
16,MSK1,10.0,84,2
16,MNK1,10.0,67,5
16,MNK2,10.0,40,2
16,MAPKAP-K2 ,10.0,104,5
16,MAPKAP-K3,10.0,92,1
16,PRAK,10.0,84,4
16,CAMKK alpha ,10.0,97,1
16,CAMKK beta ,10.0,88,3
16,CAMK1,10.0,53,3
16,SmMLCK,10.0,84,1
16,PHK,10.0,90,2
16,CHK1,10.0,89,5
16,CHK2,10.0,99,0
16,GSK3 beta ,10.0,64,1
16,CDK2-Cyclin A,10.0,80,7
16,PLK1,10.0,93,1
16,Aurora B,10.0,15,1
16,Aurora C,10.0,34,1
16,AMPK,10.0,89,4
16,MARK3,10.0,83,0
16,BRSK2,10.0,80,2
16,MELK,10.0,56,5
16,CK1 delta ,10.0,99,3
16,CK2,10.0,95,3
16,DYRK1A,10.0,82,8
16,DYRK2,10.0,81,4
16,DYRK3,10.0,47,8
16,NEK2a,10.0,92,5
16,NEK6,10.0,92,9
16,NEK7,10.0,96,4
16,IKK beta ,10.0,94,0
16,PIM1,10.0,72,2
16,PIM2,10.0,98,1
16,PIM3,10.0,65,8
16,SRPK1,10.0,88,5
16,MST2,10.0,91,4
16,EF2K,10.0,99,1
16,HIPK2,10.0,14,1
16,HIPK3,10.0,21,2
16,PAK4,10.0,89,4
16,PAK5,10.0,89,3
16,PAK6,10.0,94,2
16,Src,10.0,44,1
16,Lck,10.0,27,0
16,CSK,10.0,63,3
17,CDK2-Cyclin A,10.0,75,7
17,TAK1,10.0,None,None
17,IRAK1,10.0,None,None
17,PLK1,10.0,7,1
17,IRAK4,10.0,44,3
17,Aurora B,10.0,89,1
17,RIPK2,10.0,None,None
17,AMPK,10.0,86,3
17,OSR1,10.0,None,None
17,MARK3,10.0,106,4
17,TTK,10.0,66,21
17,BRSK2,10.0,95,6
17,MPSK1,10.0,None,None
17,MELK,10.0,9,2
17,WNK1,10.0,None,None
17,CK1 delta ,10.0,27,0
17,Src,10.0,80,1
17,CK2,10.0,78,3
17,Lck,10.0,39,4
17,DYRK1A,10.0,54,0
17,CSK,10.0,95,7
17,DYRK2,10.0,73,11
17,YES1,10.0,68,7
17,DYRK3,10.0,95,2
17,ABL,10.0,None,None
17,NEK2a,10.0,4,2
17,BTK,10.0,93,8
17,NEK6,10.0,43,3
17,JAK2,10.0,None,None
17,IKK beta ,10.0,76,3
17,SYK,10.0,54,4
17,PIM1,10.0,92,4
17,ZAP70,10.0,None,None
17,PIM2,10.0,128,4
17,TIE2,10.0,None,None
17,PIM3,10.0,74,1
17,BRK,10.0,None,None
17,SRPK1,10.0,66,1
17,EPH-A2,10.0,76,7
17,MST2,10.0,102,5
17,EPH-A4,10.0,None,None
17,EF2K,10.0,73,3
17,EPH-B1,10.0,None,None
17,HIPK2,10.0,36,1
17,EPH-B2,10.0,None,None
17,PAK4,10.0,113,3
17,EPH-B3,10.0,82,5
17,PAK5,10.0,95,7
17,EPH-B4,10.0,None,None
17,PAK6,10.0,79,5
17,FGF-R1,10.0,81,5
17,IRR,10.0,70,0
17,MST4,10.0,100,5
17,HER4,10.0,77,1
17,IGF-1R,10.0,19,2
17,CDK9-Cyclin T1,10.0,None,None
17,IR,10.0,66,1
17,Aurora A,10.0,None,None
17,TrkA,10.0,None,None
17,DDR2,10.0,None,None
17,Aurora C,10.0,None,None
17,VEGFR1,10.0,114,1
17,TLK1,10.0,None,None
17,MKK1,10.0,72,6
17,LKB1,10.0,83,7
17,MKK2,10.0,None,None
17,MKK6,10.0,None,None
17,MARK1,10.0,None,None
17,ERK1,10.0,74,2
17,MARK2,10.0,None,None
17,ERK2,10.0,92,11
17,JNK1,10.0,84,5
17,MARK4,10.0,None,None
17,JNK2,10.0,84,1
17,BRSK1,10.0,None,None
17,JNK3,10.0,None,None
17,p38 alpha MAPK,10.0,90,1
17,p38 beta MAPK,10.0,84,4
17,NUAK1,10.0,116,10
17,p38 gamma MAPK,10.0,101,13
17,SIK2,10.0,None,None
17,p38 delta MAPK,10.0,96,4
17,SIK3,10.0,None,None
17,ERK8,10.0,115,6
17,TSSK1,10.0,None,None
17,RSK1,10.0,30,4
17,CK1 gamma 2,10.0,None,None
17,RSK2,10.0,27,5
17,PDK1,10.0,91,6
17,PKB alpha ,10.0,81,1
17,TTBK1,10.0,None,None
17,PKB beta ,10.0,85,2
17,SGK1,10.0,84,3
17,S6K1,10.0,77,10
17,PKA,10.0,81,0
17,ROCK 2,10.0,89,3
17,PRK2,10.0,95,4
17,PKC alpha ,10.0,83,2
17,IKK epsilon ,10.0,94,5
17,PKC gamma ,10.0,None,None
17,TBK1,10.0,90,1
17,PKC zeta ,10.0,95,12
17,PKD1,10.0,10,1
17,STK33,10.0,None,None
17,MSK1,10.0,85,0
17,MNK1,10.0,91,9
17,MNK2,10.0,98,11
17,EIF2AK3,10.0,None,None
17,MAPKAP-K2 ,10.0,74,4
17,HIPK1,10.0,None,None
17,MAPKAP-K3,10.0,None,None
17,PRAK,10.0,93,4
17,HIPK3,10.0,None,None
17,CAMKK beta ,10.0,14,1
17,CLK2,10.0,None,None
17,CAMK1,10.0,47,1
17,PAK2,10.0,None,None
17,SmMLCK,10.0,14,3
17,PHK,10.0,29,3
17,DAPK1,10.0,None,None
17,CHK1,10.0,77,1
17,CHK2,10.0,26,3
17,MST3,10.0,None,None
17,GSK3 beta ,10.0,101,14
17,GCK,10.0,67,4
17,MINK1,10.0,55,3
17,MEKK1,10.0,None,None
17,MLK1,10.0,80,16
17,MLK3,10.0,97,5
17,TESK1,10.0,None,None
